Day,P2P Buying Price (Rs),BTC Rate (USD),USD to LKR Price,BTC vs LKR,P2P Premium
2022-07-12,385.18,19964.74224,358.5,7157360.09304,26.680000000000007
2022-07-13,384.9,19324.97432,357.565,6909934.4427308,27.33499999999998
2022-07-14,386.75,20220.65711,365.5,7390650.173705,21.25
2022-07-15,387.69,20597.70019,360.0,7415172.0684,27.689999999999998
2022-07-16,387.99,20841.89577,360.0,7503082.4772,27.99000000000001
2022-07-17,388.28,21202.05263,360.0,7632738.946799999,28.279999999999973
2022-07-18,388.77,20770.51151,359.99,7477176.438484901,28.779999999999973
2022-07-19,388.85,22376.65137,360.0,8055594.493199999,28.850000000000023
2022-07-20,390.85,23410.8607,359.99,8427675.743393,30.860000000000014
2022-07-21,391.59,23233.45853,357.92,8315719.4770576,33.66999999999996
2022-07-22,390.0,23139.54476,360.0,8330236.1136,30.0
2022-07-23,389.3,22702.4033,360.0,8172865.188000001,29.30000000000001
2022-07-24,386.5,22457.51634,360.0,8084705.8824,26.5
2022-07-25,386.0,22586.7027,358.0,8086039.5666000005,28.0
2022-07-26,385.9,21248.55102,357.0,7585732.71414,28.899999999999977
2022-07-27,385.09,21276.64953,357.0,7595763.8822099995,28.089999999999975
2022-07-28,384.65,22982.72003,362.0,8319744.65086,22.649999999999977
2022-07-29,384.25,23867.50707,357.0,8520700.02399,27.25
2022-07-30,382.9,23804.76686,357.0,8498301.76902,25.899999999999977
2022-07-31,381.98,23632.70919,357.0,8436877.18083,24.980000000000018
2022-08-01,379.99,23294.02232,362.995,8455613.6320484,16.995000000000005
2022-08-02,380.65,23267.67005,357.88,8327033.757494,22.769999999999982
2022-08-03,381.0,22987.06507,357.0,8206382.22999,24.0
2022-08-04,382.35,22818.95266,357.0,8146366.0996199995,25.350000000000023
2022-08-05,381.95,22619.89417,357.0,8075302.21869,24.94999999999999
2022-08-06,381.97,23311.39595,357.0,8322168.354149999,24.970000000000027
2022-08-07,381.49,22953.28415,357.0,8194322.44155,24.49000000000001
2022-08-08,382.97,23174.53443,365.0,8458705.06695,17.970000000000027
2022-08-09,381.76,23810.16861,357.0,8500230.19377,24.75999999999999
2022-08-10,381.0,23149.76967,363.0,8403366.39021,18.0
2022-08-11,380.7,23954.24923,362.995,8695272.699243851,17.704999999999984
2022-08-12,378.97,23934.83245,360.0,8616539.682,18.970000000000027
2022-08-13,378.4,24403.36772,360.0,8785212.3792,18.399999999999977
2022-08-14,377.98,24443.16218,360.0,8799538.3848,17.980000000000018
2022-08-15,379.0,24304.88684,360.0,8749759.2624,19.0
2022-08-16,378.95,24094.20778,360.0,8673914.8008,18.94999999999999
2022-08-17,379.2,23855.15204,360.0,8587854.7344,19.19999999999999
2022-08-18,378.5,23341.72635,360.0,8403021.486,18.5
2022-08-19,379.99,23192.51993,360.0,8349307.174799999,19.99000000000001
2022-08-20,381.3,20835.03701,360.0,7500613.3236,21.30000000000001
2022-08-21,378.25,21140.23858,360.0,7610485.888800001,18.25
2022-08-22,378.3,21515.70657,357.0,7681107.24549,21.30000000000001
2022-08-23,378.86,21399.70316,360.0,7703893.1376,18.860000000000014
2022-08-24,378.65,21523.60025,357.0,7683925.289249999,21.649999999999977
2022-08-25,378.96,21367.20316,357.0,7628091.52812,21.95999999999998
2022-08-26,379.55,21559.64501,357.0,7696793.26857,22.55000000000001
2022-08-27,380.75,20240.39064,357.0,7225819.4584800005,23.75
2022-08-28,379.7,20037.34616,357.0,7153332.57912,22.69999999999999
2022-08-29,381.6,19556.17948,360.0,7040224.612799999,21.600000000000023
2022-08-30,379.0,20290.28375,360.0,7304502.149999999,19.0
2022-08-31,377.98,19811.5943,357.88,7090173.368084,20.100000000000023
2022-09-01,376.88,20049.63427,357.96,7176967.0832891995,18.920000000000016
2022-09-02,375.75,20131.61191,360.0,7247380.287599999,15.75
2022-09-03,374.49,19952.05186,360.0,7182738.6696,14.490000000000009
2022-09-04,373.7,19831.88887,360.0,7139479.993199999,13.699999999999989
2022-09-05,375.0,20001.10908,360.0,7200399.2688,15.0
2022-09-06,376.49,19796.14356,360.0,7126611.6816,16.49000000000001
2022-09-07,378.0,18791.06214,360.0,6764782.3704,18.0
2022-09-08,377.0,19292.89928,364.0,7022615.337920001,13.0
2022-09-09,376.2,19320.10257,360.0,6955236.9251999995,16.19999999999999
2022-09-10,375.45,21362.70295,360.0,7690573.062,15.449999999999989
2022-09-11,375.3,21648.01781,360.0,7793286.4116,15.300000000000011
2022-09-12,374.62,21828.10325,359.995,7858008.02948375,14.625
2022-09-13,376.8,22395.36761,364.5,8163111.493845001,12.300000000000011
2022-09-14,377.97,20173.68509,365.375,7370960.18975875,12.595000000000027
2022-09-15,376.85,20226.67944,362.0,7322057.95728,14.850000000000023
2022-09-16,377.48,19701.73179,365.375,7198520.252771251,12.105000000000018
2022-09-17,380.85,19803.57699,365.375,7235731.9427212505,15.475000000000023
2022-09-18,377.98,20113.50127,365.375,7348970.52652625,12.605000000000018
2022-09-19,378.35,19416.95009,364.0,7067769.83276,14.350000000000023
2022-09-20,376.0,19536.9821,363.5,7101692.99335,12.5
2022-09-21,379.4,18874.76152,365.0,6889287.9548,14.399999999999977
2022-09-22,379.9,18461.00568,358.0,6609040.033439999,21.899999999999977
2022-09-23,383.7,19401.25916,364.0,7062058.334240001,19.69999999999999
2022-09-24,387.89,19289.67412,364.0,7021441.37968,23.889999999999986
2022-09-25,383.48,18920.43004,364.0,6887036.53456,19.480000000000018
2022-09-26,383.0,18808.01501,363.995,6846023.42356495,19.004999999999995
2022-09-27,383.0,19227.86071,364.0,6998941.29844,19.0
2022-09-28,383.0,19079.39938,364.0,6944901.3743199995,19.0
2022-09-29,381.79,19413.31776,364.0,7066447.664640001,17.79000000000002
2022-09-30,380.9,19591.73345,365.5,7160778.575975,15.399999999999977
2022-10-01,380.9,19423.91034,365.5,7099439.229269999,15.399999999999977
2022-10-02,380.9,19311.05186,365.5,7058189.45483,15.399999999999977
2022-10-03,380.9,19057.14289,357.88,6820170.2974732,23.019999999999982
2022-10-04,380.9,19628.99559,366.0,7184212.3859399995,14.899999999999977
2022-10-05,380.9,20338.58833,366.0,7443923.328779999,14.899999999999977
2022-10-06,380.9,20157.83388,366.0,7377767.200079999,14.899999999999977
2022-10-07,380.9,19961.34239,366.0,7305851.31474,14.899999999999977
2022-10-08,380.9,19522.45559,366.0,7145218.745940001,14.899999999999977
2022-10-09,380.9,19407.8446,366.0,7103271.1236000005,14.899999999999977
2022-10-10,380.9,19434.37594,365.995,7112884.4221603,14.904999999999973
2022-10-11,380.9,19103.75818,366.0,6991975.49388,14.899999999999977
2022-10-12,380.9,19071.53042,366.5,6989715.89893,14.399999999999977
2022-10-13,380.9,19156.9637,365.0,6992291.7505,15.899999999999977
2022-10-14,380.9,19381.0724,363.0,7035329.2812,17.899999999999977
2022-10-15,380.9,19185.18036,363.0,6964220.470679999,17.899999999999977
2022-10-16,380.9,19072.56342,363.0,6923340.5214599995,17.899999999999977
2022-10-17,380.9,19271.75244,367.0,7072733.14548,13.899999999999977
2022-10-18,380.9,19562.69301,367.0,7179508.33467,13.899999999999977
2022-10-19,380.9,19333.25375,367.0,7095304.12625,13.899999999999977
2022-10-20,380.9,19123.63317,367.0,7018373.37339,13.899999999999977
2022-10-21,380.9,19045.94577,367.0,6989862.097589999,13.899999999999977
2022-10-22,380.9,19172.25356,367.0,7036217.05652,13.899999999999977
2022-10-23,380.9,19207.91259,367.0,7049303.92053,13.899999999999977
2022-10-24,380.9,19564.15533,367.0,7180045.00611,13.899999999999977
2022-10-25,380.9,19329.60043,363.0,7016644.9560899995,17.899999999999977
2022-10-26,380.3,20109.07085,363.0,7299592.71855,17.30000000000001
2022-10-27,379.75,20752.75577,363.0,7533250.34451,16.75
2022-10-28,379.75,20283.03089,363.0,7362740.2130700005,16.75
2022-10-29,379.75,20589.20951,363.0,7473883.052130001,16.75
2022-10-30,379.75,20820.12179,363.0,7557704.209770001,16.75
2022-10-31,379.98,20630.67725,363.0,7488935.841750001,16.980000000000018
2022-11-01,380.24,20475.56474,367.0,7514532.25958,13.240000000000009
2022-11-02,379.5,20482.50229,367.0,7517078.34043,12.5
2022-11-03,379.35,20148.7812,367.5,7404677.091,11.850000000000023
2022-11-04,379.35,20206.91328,362.0,7314902.60736,17.350000000000023
2022-11-05,379.35,21154.78706,362.0,7658032.91572,17.350000000000023
2022-11-06,379.35,21302.68465,362.0,7711571.8433,17.350000000000023
2022-11-07,379.35,20909.59012,362.0,7569271.62344,17.350000000000023
2022-11-08,379.28,20576.81587,365.0,7510537.792549999,14.279999999999973
2022-11-09,383.4,18560.85539,367.5,6821114.355825,15.899999999999977
2022-11-10,385.2,15883.43963,368.5,5853047.503655001,16.69999999999999
2022-11-11,379.0,17618.69682,367.5,6474871.081350001,11.5
2022-11-12,378.7,17049.50618,367.5,6265693.52115,11.199999999999989
2022-11-13,377.18,16806.60428,367.5,6176427.0729,9.680000000000007
2022-11-14,377.0,16319.56302,363.0,5924001.37626,14.0
2022-11-15,376.7,16600.43131,367.5,6100658.506425,9.199999999999989
2022-11-16,375.94,16887.95458,367.5,6206323.308150001,8.439999999999998
2022-11-17,376.35,16675.00855,367.5,6128065.642124999,8.850000000000023
2022-11-18,376.95,16690.56733,367.5,6133783.493775001,9.449999999999989
2022-11-19,376.9,16695.83854,367.5,6135720.66345,9.399999999999977
2022-11-20,377.4,16687.64155,367.5,6132708.269625,9.899999999999977
2022-11-21,379.35,16290.0183,367.5,5986581.72525,11.850000000000023
2022-11-22,379.8,15773.94561,367.5,5796925.011675,12.300000000000011
2022-11-23,379.29,16231.60125,363.0,5892071.25375,16.29000000000002
